NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Clay County, Arkansas",0500000US05021,16136,42.8,15788,54,65,2,0,40,8081,6850,5087,1763,4056,60,17,33,329,690,2927,59100,2,16013,2848,18494,47,31135,8919,7039,126,9308,9130,8088,854,05,021
"Cleburne County, Arkansas",0500000US05023,25788,46.2,25112,109,136,0,9,18,15700,10678,8342,2336,6140,45,14,95,276,710,5000,116800,54,25357,4220,21614,135,38510,15338,9857,153,14603,14300,12865,2151,05,023
"Cleveland County, Arkansas",0500000US05025,8738,39.5,7496,1120,0,0,0,22,4061,3292,2556,736,1880,99,10,16,261,324,1170,74900,0,8681,1549,19269,24,34292,7092,1577,9,5168,5112,4509,649,05,025
"Columbia County, Arkansas",0500000US05027,24607,36.6,14887,9074,57,185,5,12,11619,9799,6965,2834,6809,195,52,236,611,773,4942,79500,20,23158,5737,20146,136,36163,17731,6209,24,15046,14433,11363,2527,05,027
"Conway County, Arkansas",0500000US05029,21164,40.0,18015,2508,136,34,0,164,9694,8137,5992,2145,5267,79,10,81,383,1084,3630,82900,64,20886,4577,20202,119,31890,15507,5095,144,12393,11912,10583,1590,05,029
"Craighead County, Arkansas",0500000US05031,95034,33.2,79779,12120,340,1110,33,286,40135,36815,22171,14644,35139,111,283,341,1326,4234,28844,111900,46,91570,18570,22505,1007,40221,63850,27760,386,60050,57077,48228,12218,05,031
"Crawford County, Arkansas",0500000US05033,61336,37.7,55896,858,718,914,0,918,25792,23174,16619,6555,17219,233,72,227,829,2787,13071,99400,59,60814,10708,18732,156,40409,37732,20894,291,37195,34784,31946,4716,05,033
"Crittenden County, Arkansas",0500000US05035,50701,33.7,23618,25617,25,75,73,634,21483,18757,10665,8092,21562,72,212,362,1271,3184,16461,99200,17,50052,13982,19007,236,35264,27532,22292,150,30466,29600,25699,3757,05,035
"Cross County, Arkansas",0500000US05037,17992,39.0,13563,4023,81,109,0,44,7903,6823,4638,2185,5604,1,87,320,668,392,4136,73600,0,17731,2964,18179,27,38432,13700,4181,24,10676,10557,9460,1268,05,037
"Dallas County, Arkansas",0500000US05039,8200,43.4,4500,3559,4,0,0,137,4320,3065,2129,936,2185,30,148,24,241,516,1226,58400,0,7776,1404,16704,42,30011,6821,1344,16,4726,4601,4089,506,05,039
"Desha County, Arkansas",0500000US05041,13131,38.8,6304,6240,64,1,0,392,6308,5313,3126,2187,5114,21,103,150,305,1244,3291,58100,0,13013,3100,19320,33,30786,10825,2010,12,7663,7401,6666,999,05,041
"Drew County, Arkansas",0500000US05043,18499,37.3,12905,5163,11,129,0,79,8447,7378,4903,2475,5799,18,12,246,261,655,4607,73500,0,17634,4407,18220,27,32038,13974,4044,124,11452,11048,9166,2068,05,043
"Faulkner County, Arkansas",0500000US05045,111058,31.5,95037,11363,493,1290,16,714,45792,41540,27392,14148,34078,21,58,231,1270,3514,28984,130900,161,105905,16286,23344,908,47649,71404,34842,831,72847,69115,55198,15192,05,045
"Franklin County, Arkansas",0500000US05047,18157,41.0,17299,180,148,44,0,35,8013,6763,5101,1662,4166,32,102,6,481,613,2932,85800,0,17873,3594,18810,112,34819,12307,5687,35,10646,10318,9198,1151,05,047
"Fulton County, Arkansas",0500000US05049,12301,47.0,11947,38,46,103,0,0,6741,4819,3779,1040,2717,5,16,135,96,559,1906,87300,0,12018,2350,18149,25,33281,5426,6616,113,6905,6837,6102,811,05,049
"Garland County, Arkansas",0500000US05051,95914,44.3,82186,7983,550,782,18,2886,50258,40002,28036,11966,27746,43,221,376,1928,3835,21343,128400,224,93825,17399,22955,956,38210,51874,39608,388,55809,52003,48485,9875,05,051
"Grant County, Arkansas",0500000US05053,17767,39.7,16970,410,17,31,0,91,7715,6629,5362,1267,3347,11,16,42,344,216,2718,102500,7,17604,1531,22590,124,50927,13442,3814,192,10901,10612,9478,1613,05,053
"Greene County, Arkansas",0500000US05055,41764,37.6,40639,273,260,17,0,65,17798,16378,10864,5514,13299,54,225,85,855,1837,10243,92800,0,40961,6456,19262,125,39090,28625,12584,171,25358,24816,21717,2738,05,055
"Hempstead County, Arkansas",0500000US05057,22658,38.3,14700,6815,103,7,0,626,10427,8719,6086,2633,6882,49,62,115,490,1167,4999,69000,0,22290,5024,17822,78,34885,14380,7043,60,13366,11922,11388,1789,05,057
"Hot Spring County, Arkansas",0500000US05059,32797,39.5,28431,3363,101,84,0,110,14318,11998,8945,3053,7856,45,64,173,461,1341,5772,81600,61,31282,4194,18378,71,38188,23872,8436,87,20011,19422,17395,2241,05,059
"Howard County, Arkansas",0500000US05061,13786,38.8,9557,2922,137,49,0,1038,6258,5015,3382,1633,4222,44,12,72,205,569,3320,71900,0,13554,3061,18415,51,37146,8557,4412,63,7987,7244,6799,903,05,061
"Independence County, Arkansas",0500000US05063,36279,38.3,34503,834,163,336,8,74,16126,14776,10645,4131,10230,12,236,124,638,1428,7792,86700,80,35162,7542,19927,209,34878,24091,10439,189,22062,20857,18926,2674,05,063
"Izard County, Arkansas",0500000US05065,13600,46.6,12985,256,19,40,65,0,7212,5891,4486,1405,3033,40,8,35,378,509,2063,79200,3,12863,2289,18081,32,31865,7395,5920,91,7869,7768,6987,911,05,065
"Jackson County, Arkansas",0500000US05067,17969,40.8,14483,3051,85,21,3,44,7635,6383,4513,1870,4903,45,186,184,365,803,3320,58100,64,15660,3931,15833,41,31352,14093,3652,31,11464,11248,9873,879,05,067
"Jefferson County, Arkansas",0500000US05069,77693,36.7,33097,42399,92,678,60,498,33172,28062,18105,9957,25189,65,336,541,1066,4361,18820,78400,45,72390,16550,19080,262,37682,58555,17720,376,48890,47148,40323,7095,05,069
"Johnson County, Arkansas",0500000US05071,25408,37.3,24063,402,259,82,32,143,11212,9626,6761,2865,6864,79,0,55,309,1032,5389,86200,76,24623,4892,18541,173,31400,15657,7676,164,15392,13135,12691,2253,05,071
"Lafayette County, Arkansas",0500000US05073,7691,43.0,4721,2851,9,0,6,8,4388,2746,2043,703,1807,69,5,39,256,290,1148,50600,31,7530,1623,17464,56,30152,5153,2510,0,4420,4377,3670,495,05,073
"Lawrence County, Arkansas",0500000US05075,17336,39.0,16884,116,107,2,0,30,8013,6693,4673,2020,4660,41,70,136,307,815,3291,58700,9,16615,3876,15506,11,32337,12243,4883,89,10254,10119,8608,817,05,075
"Lee County, Arkansas",0500000US05077,10563,41.0,4462,5910,34,37,0,102,4415,3484,2229,1255,3559,159,0,217,437,700,2046,51600,7,9183,2633,12615,0,25270,8549,1827,32,6713,6444,5714,331,05,077
"Lincoln County, Arkansas",0500000US05079,14141,36.2,9389,4287,42,0,0,240,4889,4073,2783,1290,3645,13,10,46,213,542,2821,61900,8,11066,2649,15183,53,31480,11231,2724,67,9588,9325,7963,754,05,079
"Little River County, Arkansas",0500000US05081,13113,42.1,9808,2597,126,0,0,255,6476,5369,4181,1188,2890,7,11,18,302,1283,1269,78200,1,12916,2145,20258,19,38564,5468,7410,70,7807,7605,6825,977,05,081
"Logan County, Arkansas",0500000US05083,22502,41.3,21202,264,251,384,0,96,10116,8285,6478,1807,4678,76,92,85,370,961,3094,80200,20,22080,3435,19464,123,38447,15276,6833,156,12926,12589,11177,1334,05,083
"Lonoke County, Arkansas",0500000US05085,67189,35.4,60317,4287,401,456,0,697,26953,24667,18310,6357,16122,75,162,201,967,2643,12074,117200,19,66406,8881,22725,236,51096,43024,22027,1022,41267,40053,35777,6584,05,085
"Madison County, Arkansas",0500000US05087,15626,39.6,14892,32,143,111,0,177,7440,5887,4569,1318,3497,26,26,32,290,483,2640,99400,34,15454,3213,18199,66,35579,9687,5510,72,9465,8988,8221,1053,05,087
"Marion County, Arkansas",0500000US05089,16744,49.7,16163,1,168,42,0,79,9305,7055,5754,1301,3467,143,9,45,192,671,2407,92100,48,16551,2817,19508,152,34063,6570,9742,107,9707,9494,8673,1340,05,089
"Miller County, Arkansas",0500000US05091,43266,37.7,31497,10455,181,269,0,147,19227,16552,10864,5688,15016,273,71,103,926,1708,11935,89400,34,42015,8529,20013,159,40200,16277,26244,129,26793,25662,22745,2836,05,091
"Mississippi County, Arkansas",0500000US05093,46608,34.6,29621,15888,51,262,0,201,20621,17136,10142,6994,18439,89,227,446,1773,3232,12672,72400,46,45638,11905,18125,228,34267,32081,13430,150,27777,26581,23494,3127,05,093
"Monroe County, Arkansas",0500000US05095,8322,43.3,4749,3422,15,79,0,28,4514,3462,2177,1285,3197,22,94,30,346,502,2203,58900,0,8185,2080,17074,38,28306,6949,1278,11,4792,4695,4087,656,05,095
"Montgomery County, Arkansas",0500000US05097,9492,46.2,9023,28,156,0,0,101,5729,3725,3151,574,1508,43,0,74,107,393,891,75500,42,9373,1890,20417,89,34934,5907,3343,78,5414,5228,4677,593,05,097
"Nevada County, Arkansas",0500000US05099,9078,39.6,6089,2861,26,0,0,1,4663,3707,2722,985,2503,75,96,78,116,485,1653,57800,0,8894,2056,20523,52,38006,6966,2061,7,5247,5166,4659,535,05,099
"Newton County, Arkansas",0500000US05101,8353,46.0,7931,35,32,0,0,23,4650,3506,2881,625,1335,20,0,90,174,154,897,76400,0,8263,1786,16768,10,29702,5154,3052,67,4953,4887,4314,622,05,101
"Ouachita County, Arkansas",0500000US05103,26137,42.4,14929,10448,79,51,0,108,13192,10782,7553,3229,7783,174,62,244,619,1368,5316,63400,0,25766,5355,19079,40,33008,20248,5577,94,15556,15300,13456,1811,05,103
"Perry County, Arkansas",0500000US05105,10450,42.1,9921,255,53,0,0,42,4907,4013,3321,692,1857,25,17,121,155,185,1354,82400,7,10238,1473,20257,10,42514,7341,2957,54,6362,6326,5551,706,05,105
"Phillips County, Arkansas",0500000US05107,22055,36.4,7898,13906,15,10,0,49,10191,8102,4506,3596,10245,95,327,137,1236,2571,5879,60400,0,21783,6875,15948,90,28225,17688,4283,19,12475,12327,10476,1425,05,107
"Pike County, Arkansas",0500000US05109,11288,38.8,10228,398,128,16,0,399,5598,4123,3093,1030,2513,14,12,80,180,325,1902,74900,0,11084,2145,17596,17,32457,7328,3412,26,6559,6195,5542,702,05,109
"Poinsett County, Arkansas",0500000US05111,24622,39.2,22312,1694,54,22,27,93,10955,9427,6228,3199,8368,34,114,320,561,1938,5401,66000,0,24075,6271,17014,44,31939,17967,6427,70,14761,14303,12734,1313,05,111
"Polk County, Arkansas",0500000US05113,20524,43.2,18947,36,381,28,8,648,9981,7979,6184,1795,4487,0,49,127,390,1035,2886,82500,10,20302,4095,18327,66,32395,10284,9398,240,11580,10933,10160,1138,05,113
"Pope County, Arkansas",0500000US05115,61166,35.4,55440,2027,484,556,0,1558,25403,22599,15717,6882,17142,33,29,97,653,2263,14067,103300,4,59163,11185,20118,300,40325,38561,20161,385,39081,36442,30275,6755,05,115
"Prairie County, Arkansas",0500000US05117,8768,44.2,7567,1127,0,12,0,7,4534,3685,2714,971,2152,32,71,35,215,320,1479,73800,6,8616,1485,18704,6,36194,7319,1385,43,5166,5129,4552,490,05,117
"Pulaski County, Arkansas",0500000US05119,379981,35.9,227061,132201,1029,7424,99,5410,174928,154346,93485,60861,136982,660,674,1897,7432,16901,109418,139800,905,373482,62503,27666,5654,45897,249255,106520,3611,242995,221919,207717,68442,05,119
"Randolph County, Arkansas",0500000US05121,18015,41.5,17486,68,24,73,3,32,8534,7271,5500,1771,4120,50,4,107,247,397,3315,69800,0,17571,3490,18995,149,33072,11625,6118,45,10500,10248,9020,1304,05,121
"St. Francis County, Arkansas",0500000US05123,28195,36.9,12765,14657,134,67,0,279,10961,9060,5007,4053,11128,140,101,237,984,2196,7470,66400,35,24071,7147,13834,93,26360,19591,8121,67,17924,17002,15479,1498,05,123
"Saline County, Arkansas",0500000US05125,105033,38.4,96401,4742,583,967,19,970,44186,40132,30873,9259,23804,84,136,374,1480,3149,18581,135300,63,103259,9375,25417,646,52982,70203,31702,856,63827,61141,56018,13353,05,125
"Scott County, Arkansas",0500000US05127,11232,40.3,10127,30,171,476,0,200,5185,4156,3098,1058,2970,19,71,23,310,348,2199,76700,8,10998,2504,17697,37,38910,6938,3660,69,6409,5824,5426,622,05,127
"Searcy County, Arkansas",0500000US05129,8192,46.5,7923,0,54,29,0,0,4866,3421,2571,850,1908,49,129,51,91,233,1355,79000,12,8107,1789,15053,2,29384,5171,2888,28,4767,4689,4237,405,05,129
"Sebastian County, Arkansas",0500000US05131,124961,36.6,103792,7378,951,4956,92,2023,54279,48441,30679,17762,43668,193,165,543,1768,6166,34833,113100,88,123232,24004,23175,1398,40680,68292,44458,613,77202,66033,65026,12719,05,131
"Sevier County, Arkansas",0500000US05133,16841,34.3,11856,716,223,113,0,3467,6878,5825,4239,1586,4668,211,34,25,513,593,3292,73900,11,16669,3544,15698,35,35289,8371,5638,59,9870,7069,8444,724,05,133
"Sharp County, Arkansas",0500000US05135,17386,46.4,16743,76,103,53,39,11,9799,7106,5791,1315,2942,2,43,83,176,432,2206,77300,11,17139,4119,16146,38,29590,9325,7898,41,9536,9184,8430,1129,05,135
"Stone County, Arkansas",0500000US05137,12395,46.7,12250,7,6,23,0,41,6653,5141,4117,1024,2040,9,0,15,139,396,1481,93200,17,12228,2736,17190,19,31364,7578,4717,30,7071,7026,6138,773,05,137
"Union County, Arkansas",0500000US05139,41879,39.8,27050,13751,104,262,0,161,19776,16757,11702,5055,12454,27,135,298,1074,2014,8906,72300,45,41113,9027,21393,285,37794,30219,10673,121,25162,24143,21791,3678,05,139
"Van Buren County, Arkansas",0500000US05141,17255,46.3,16607,186,142,8,0,110,10278,7097,5474,1623,4236,45,29,86,346,733,2997,81600,100,16920,4207,18341,78,32906,9918,6967,121,9740,9505,8472,992,05,141
"Washington County, Arkansas",0500000US05143,200621,30.8,162107,6582,2354,4544,3834,16547,86516,76841,43239,33602,78581,45,236,568,3037,8646,66049,153700,342,193272,36544,23109,2057,41474,98708,77808,1824,130617,108587,101142,29318,05,143
"White County, Arkansas",0500000US05145,76041,36.1,69731,3042,164,236,16,1197,32077,29529,20128,9401,21278,223,158,393,1432,2464,16608,94400,125,72084,11792,21327,460,41618,48921,24855,595,47193,45300,37708,7609,05,145
"Woodruff County, Arkansas",0500000US05147,7379,43.4,5134,2117,5,0,8,13,3915,3256,1917,1339,2815,11,39,108,242,351,2064,57300,0,7212,1665,19167,33,27047,6062,1253,15,4403,4395,3831,397,05,147
"Yell County, Arkansas",0500000US05149,21995,38.1,19245,265,30,295,0,1798,9731,7927,5613,2314,6428,35,93,64,423,1238,4575,79900,0,21630,4001,17367,41,37477,13924,4985,184,12971,10413,11066,1257,05,149
"Alameda County, California",0500000US06001,1494876,36.4,690261,186326,7102,391627,12191,131958,580725,536160,292447,243713,614507,2129,5291,15855,58420,105705,427107,558300,25992,1469027,173156,34937,49439,70821,741160,273723,20381,990784,556903,844456,363477,06,001
"Alpine County, California",0500000US06003,1167,40.4,771,0,237,39,21,62,1772,357,287,70,252,7,0,8,32,76,129,395600,16,1119,170,29576,18,59018,633,470,10,750,659,580,176,06,003
"Amador County, California",0500000US06005,38244,48.0,33454,870,889,529,82,1432,17943,14283,11213,3070,7562,19,49,349,631,1552,4962,318400,317,33665,3372,28030,376,56180,26496,9242,274,24119,21960,21352,3868,06,005
"Butte County, California",0500000US06007,219309,37.2,182734,3353,2513,9240,479,8661,95589,85219,51406,33813,84829,405,315,1723,5569,13077,63740,254900,643,213686,42283,23431,1614,42971,151115,49131,1847,139691,119357,106154,26442,06,007
"Calaveras County, California",0500000US06009,45794,49.0,41672,496,571,601,16,1114,27823,18865,14839,4026,10444,0,5,364,628,1503,7944,312000,248,44972,3751,28667,498,55256,32461,10862,480,27255,25362,24275,4995,06,009
"Colusa County, California",0500000US06011,21297,33.5,14491,203,288,252,41,4893,7850,6989,4436,2553,7538,28,12,246,939,1366,4947,244200,79,20973,3029,21271,181,49558,13433,2523,194,12406,6526,10493,1370,06,011
"Contra Costa County, California",0500000US06013,1037817,38.3,656311,94782,4375,147948,4727,79498,398915,370925,253163,117762,315357,794,1598,4337,22328,50004,236296,490200,29123,1028301,101562,38141,41210,79135,580192,198924,13575,651120,425581,564865,222470,06,013
"Del Norte County, California",0500000US06015,28561,38.9,20804,937,1571,891,271,2343,11150,9818,6034,3784,9975,0,169,274,754,1299,7479,239800,100,25078,5313,19247,194,37588,18390,8001,262,18208,14821,15603,2119,06,015
"El Dorado County, California",0500000US06017,179878,43.1,157853,1367,1802,6260,167,6323,87571,68812,51804,17008,43264,30,182,643,3628,7060,31721,409400,2018,178630,15010,34385,4793,68815,116794,46148,1790,112839,99438,99541,31717,06,017
"Fresno County, California",0500000US06019,920623,30.6,552475,46522,8894,87275,1321,188007,313355,285338,156979,128359,413530,1914,2570,7582,36401,75889,289174,236400,2117,902945,211140,20638,8658,46903,592804,118451,6145,552753,307798,446163,88592,06,019
"Glenn County, California",0500000US06021,28027,35.3,21943,261,768,645,9,3460,10764,9483,6281,3202,9223,144,40,129,763,2016,6131,233800,109,27530,5166,21254,307,43239,19317,4150,182,16490,10437,13862,2183,06,021
"Humboldt County, California",0500000US06023,133585,37.3,110418,1590,7718,3131,452,3959,61293,53724,30802,22922,53438,247,318,1213,4740,9159,37761,314400,939,129365,23833,24209,1205,40376,92010,32929,1155,89220,80679,71805,19621,06,023
"Imperial County, California",0500000US06025,171343,31.8,115496,5985,3020,2757,83,38604,55668,48117,26815,21302,68532,178,936,1312,6396,12668,47042,169600,168,161083,37463,16593,900,39402,96610,17474,2386,103206,25746,84167,11803,06,025
"Inyo County, California",0500000US06027,18457,45.1,14339,204,1846,271,66,1374,9457,7910,4960,2950,6843,39,89,143,888,1303,4381,271100,69,18117,2127,27532,97,49571,12100,4352,202,11001,9270,9816,2316,06,027
"Kern County, California",0500000US06029,829254,30.6,572420,47008,9132,33179,914,136534,282009,250999,150867,100132,322840,563,2121,4815,19407,52573,243361,196000,1211,792117,169635,20167,6740,48021,521146,131206,6881,503021,287535,411161,59274,06,029
"Kings County, California",0500000US06031,152335,31.0,109704,10988,1927,5751,353,17832,43533,40716,22251,18465,62803,191,325,1690,4186,10193,46218,208100,267,134947,26042,18296,722,48838,91221,27071,1853,98211,55968,80215,10129,06,031
"Lake County, California",0500000US06033,64392,44.3,54450,1440,2031,727,154,3435,35441,25654,16737,8917,23270,62,45,274,2198,3555,17136,235900,252,63349,13543,22238,466,39525,42385,15816,745,39378,33761,34605,5596,06,033
"Lassen County, California",0500000US06035,35001,37.0,24515,3048,1300,464,162,4467,12716,10097,6580,3517,8314,23,28,297,1018,1129,5819,199200,154,24329,3562,19339,231,52484,23560,8585,404,25549,19958,21585,2604,06,035
"Los Angeles County, California",0500000US06037,9787747,34.6,5126367,844048,49329,1347782,26310,2064759,3437584,3218518,1539554,1678964,4722565,22178,55313,157688,766939,1051133,2669314,478300,163011,9633080,1566066,27954,203950,56266,4771389,1443343,91284,6310922,2669971,5269311,1594347,06,037
"Madera County, California",0500000US06039,149611,33.2,121045,4962,2541,2980,755,12152,49012,42032,26132,15900,59797,109,426,1116,5737,11309,41100,245500,352,140267,27777,18817,1110,47724,94598,22182,942,90127,49592,74439,10238,06,039
"Marin County, California",0500000US06041,250666,44.3,200333,7481,793,13992,511,19228,110937,102832,64786,38046,83635,419,949,2161,7806,16711,55589,840900,21876,242120,17502,54605,17903,89605,123468,76943,3850,157899,119174,143295,78780,06,041
"Mariposa County, California",0500000US06043,18290,48.4,16357,180,335,200,50,458,10142,7607,5394,2213,5536,20,34,293,707,514,3968,248900,185,18185,2611,27209,165,49174,12323,5004,77,11161,10128,10116,2047,06,043
"Mendocino County, California",0500000US06045,87525,41.4,72596,949,4273,1554,202,5127,40185,34102,21020,13082,33006,273,367,912,4080,5964,21410,380800,1499,85978,15298,23585,673,44527,56429,19945,780,54558,43547,47265,9687,06,045
"Merced County, California",0500000US06047,253606,29.5,170229,9837,2617,18904,517,43893,83584,74079,40924,33155,113580,485,1197,2320,8809,17382,83387,197700,692,249492,57461,18304,2026,43945,159707,28108,2451,149509,69862,119768,14936,06,047
"Modoc County, California",0500000US06049,9587,46.5,8392,108,327,73,8,389,5174,3947,2703,1244,3218,60,20,51,233,412,2442,162500,64,9192,1816,20769,62,35402,6368,2568,8,5613,4698,5078,870,06,049
