NAME,GEO_ID,B01003_001E,B01002_001E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B03003_003E,B02001_007E,B25001_001E,B25003_001E,B25003_002E,B25003_003E,B25026_009E,B25026_015E,B25026_014E,B25026_013E,B25026_012E,B25026_011E,B25026_010E,B25077_001E,B25075_025E,B25075_026E,B25075_027E,B17001_001E,B17001_002E,B19301_001E,B19001_017E,B19013_001E,B05002_003E,B05002_004E,B05002_009E,B16007_008E,B16007_009E,B23006_001E,B23006_023E,state,county
"Gallia County, Ohio",0500000US39053,30376,40.5,28790,824,104,199,29,368,41,13727,11495,8598,2897,7121,94,42,330,1757,3898,1000,101200,0,0,0,29549,6334,20914,146,39423,21332,8713,51,17995,17498,15372,2594,39,053
"Geauga County, Ohio",0500000US39055,94020,44.2,90951,1197,71,613,0,1217,105,36733,34890,29806,5084,11903,116,193,896,2894,7098,706,221500,224,41,72,93201,6399,37537,2929,74165,75998,15242,356,54358,48539,46789,18486,39,055
"Greene County, Ohio",0500000US39057,164325,38.0,141803,11689,238,4720,37,4308,764,69139,64279,42968,21311,47539,559,312,803,8562,31497,5806,161600,101,46,90,155180,19929,31877,3356,61116,103380,50657,2495,104649,97354,83608,33321,39,057
"Guernsey County, Ohio",0500000US39059,39478,42.3,37839,506,83,123,0,427,85,19110,15863,11495,4368,10013,40,303,503,2260,5920,987,98600,35,6,18,38905,7722,22280,203,41566,32291,6593,263,23469,22779,20364,2838,39,059
"Hamilton County, Ohio",0500000US39061,805965,37.0,549898,207896,1131,19031,312,23300,7381,377268,335334,193350,141984,301584,3053,3754,9677,65033,185965,34102,143700,1018,553,317,787878,140334,31303,18306,50399,582078,177264,5624,504097,465400,425612,159245,39,061
"Hancock County, Ohio",0500000US39063,75672,38.9,70392,1029,49,1286,0,3835,1003,33569,31549,21885,9664,20897,216,36,664,4345,12946,2690,130700,40,0,0,73352,9877,28244,1053,51604,59660,13251,300,46498,43718,39213,10993,39,063
"Hardin County, Ohio",0500000US39065,31652,35.8,30512,196,22,265,4,472,102,13104,11588,8359,3229,7781,159,106,292,1480,4978,766,93500,6,0,35,29273,4574,20994,90,44842,27010,4013,142,19650,18702,14664,2202,39,065
"Harrison County, Ohio",0500000US39067,15521,46.2,14882,315,33,47,0,131,30,8065,6242,5045,1197,3129,32,63,90,862,1719,363,85300,0,0,13,15238,2756,22639,74,44000,11311,4094,48,9132,8881,8035,805,39,067
"Henry County, Ohio",0500000US39069,27890,41.4,26390,141,28,115,10,2037,655,11987,11035,8783,2252,5685,88,47,243,1521,2829,957,113600,26,0,9,27366,2783,26288,265,54941,23034,4302,155,16329,15697,14145,2581,39,069
"Highland County, Ohio",0500000US39071,43109,40.2,41440,513,39,190,0,384,30,19167,16635,11702,4933,12679,136,118,456,3811,6747,1411,102300,55,0,9,42540,8822,21134,251,40593,36746,5851,169,25328,24834,21898,2675,39,071
"Hocking County, Ohio",0500000US39073,28690,42.7,27943,259,7,74,0,245,29,13279,11326,8346,2980,6918,53,201,141,1513,4168,842,114400,11,9,7,27997,4655,22091,148,43382,24650,3614,133,17069,16867,14908,2305,39,073
"Holmes County, Ohio",0500000US39075,43702,30.6,43096,80,78,32,0,392,33,13550,12500,9505,2995,8556,119,426,887,3033,3509,582,170500,72,0,29,42806,5504,19517,322,53619,40355,2999,58,23832,12860,19439,1414,39,075
"Huron County, Ohio",0500000US39077,58704,39.4,55623,884,31,165,3,3528,934,25099,22521,15914,6607,16475,170,121,727,4342,9523,1592,117000,46,18,9,57994,7467,23698,384,48838,48624,8340,145,35027,32741,30165,4461,39,077
"Jackson County, Ohio",0500000US39079,32717,40.3,31754,244,14,50,24,316,49,14565,12814,8525,4289,11350,83,260,1061,2819,6272,855,90800,39,0,0,32206,7409,20583,106,40330,26779,5472,56,19673,19120,17091,3090,39,079
"Jefferson County, Ohio",0500000US39081,67607,44.5,61774,3758,166,271,5,900,33,32458,27776,19339,8437,18378,358,334,1039,5389,9485,1773,87100,100,0,0,65132,11208,23356,460,42327,45825,20639,276,41196,40292,34617,5658,39,081
"Knox County, Ohio",0500000US39083,60878,39.0,58773,626,74,222,0,855,82,25462,23029,16276,6753,16540,263,213,669,2797,10625,1973,135600,50,0,6,57551,8958,23426,439,48619,47213,12607,241,36823,35388,29588,6545,39,083
"Lake County, Ohio",0500000US39085,229266,43.3,211270,8781,286,2885,14,9018,1408,101885,95249,70303,24946,53580,539,859,2101,12554,31602,5925,149300,208,30,85,226093,19231,31053,3324,59958,178009,37380,1456,140203,129747,122400,36695,39,085
"Lawrence County, Ohio",0500000US39087,61503,41.4,58678,1385,55,334,0,541,53,27313,23243,17109,6134,15331,94,670,833,3348,8081,2305,101600,84,33,5,60659,11183,22567,257,44256,24494,36416,239,36873,36389,32126,4994,39,087
"Licking County, Ohio",0500000US39089,169762,39.8,157242,5775,233,1878,32,2820,570,69927,64034,45865,18169,45850,165,518,1700,10537,29007,3923,153900,90,5,49,165642,20814,27934,2172,57571,133003,32288,1187,103892,100030,88401,22058,39,089
"Logan County, Ohio",0500000US39091,45388,41.2,43113,756,24,334,2,637,127,23174,18720,13741,4979,11500,37,77,348,2608,7348,1082,124400,36,0,0,44763,6258,25877,329,51136,38638,6010,131,26961,25777,23509,3933,39,091
"Lorain County, Ohio",0500000US39093,304091,41.2,259775,25839,803,2951,134,28288,3915,128766,117609,83884,33725,80159,1008,1364,2440,20473,45698,9176,138600,273,45,80,294509,41156,27537,4092,53459,229842,58533,6893,185070,170134,158306,40059,39,093
"Lucas County, Ohio",0500000US39095,434800,37.9,316376,83111,1217,7577,89,29012,9058,202307,178477,107459,71018,158465,1254,2081,5656,35263,95329,18882,105500,190,49,116,424631,87717,25977,5388,42917,337380,79873,2283,270207,251969,226717,59482,39,095
"Madison County, Ohio",0500000US39097,43537,40.2,39364,2498,142,419,8,741,125,15964,14809,10369,4440,11362,104,142,500,3074,6613,929,150900,94,5,8,38280,4061,25687,562,58326,36303,6249,321,28173,27275,24602,4120,39,097
"Mahoning County, Ohio",0500000US39099,233015,43.4,186987,36102,661,1867,46,12442,1530,111275,97484,66569,30915,66057,1086,565,2868,16997,38270,6271,98300,100,12,35,225694,40823,24651,2341,41872,181892,40975,3511,140480,131205,120082,30156,39,099
"Marion County, Ohio",0500000US39101,65620,40.5,59031,3766,115,321,4,1605,581,27783,24418,16694,7724,17941,126,194,414,4186,11200,1821,93400,7,13,0,59109,10299,21177,293,43557,54117,10267,322,41347,39575,35695,4582,39,101
"Medina County, Ohio",0500000US39103,175543,41.8,167895,2624,324,2033,9,3288,600,70709,66465,52972,13493,29412,459,351,1555,7687,16091,3269,182100,250,27,71,173981,11532,32911,3321,69319,138431,31280,964,106913,101546,93581,32615,39,103
"Meigs County, Ohio",0500000US39105,23345,42.8,22751,288,18,51,0,130,12,11004,9204,7140,2064,4957,196,15,193,1145,2848,560,86300,0,0,0,23052,5247,21317,78,39640,15736,7474,68,14085,13973,12377,1877,39,105
"Mercer County, Ohio",0500000US39107,40886,40.0,39808,200,3,182,138,718,190,17712,16109,12236,3873,8231,278,36,314,2073,5040,490,134800,28,0,19,40300,3347,26236,362,55220,34669,5673,174,23590,23113,20293,3942,39,107
"Miami County, Ohio",0500000US39109,103864,41.4,97723,2058,117,1303,21,1574,322,44178,41106,28744,12362,29404,419,296,1355,6677,18265,2392,137600,59,9,69,102555,11374,27247,1019,53432,83224,18218,690,61884,60262,53736,11882,39,109
"Monroe County, Ohio",0500000US39111,14442,46.3,14146,44,24,45,0,72,0,7457,5986,4534,1452,3774,95,32,379,1075,1988,205,93200,0,0,0,14245,2679,22100,78,41368,9516,4836,21,8240,8087,7280,852,39,111
"Montgomery County, Ohio",0500000US39113,532761,39.4,391493,110098,1149,10427,208,13960,3458,254383,222677,135392,87285,193448,1750,1774,6758,42680,120227,20259,109600,186,36,98,516898,95684,26392,6165,45394,374746,130121,4864,324563,304187,273933,75069,39,113
"Morgan County, Ohio",0500000US39115,14857,43.8,13849,471,40,19,0,118,29,7834,5932,4551,1381,3254,91,107,95,763,2018,180,91400,12,0,0,14485,2936,20301,115,38941,12778,1903,100,8723,8512,7557,912,39,115
"Morrow County, Ohio",0500000US39117,35032,41.5,34143,196,44,21,0,491,43,14088,12606,10259,2347,5941,177,32,549,2328,2270,585,137800,33,0,72,34626,3816,23630,132,53032,29485,5372,52,20897,20270,18275,2630,39,117
"Muskingum County, Ohio",0500000US39119,85991,40.2,79381,2832,170,346,14,844,242,37774,34178,22913,11265,25480,199,257,1073,6834,14689,2428,110500,60,0,30,83591,14564,21945,448,42464,74005,10568,369,51699,50669,43808,6906,39,119
"Noble County, Ohio",0500000US39121,14429,47.9,13237,795,17,15,0,114,70,6034,4863,4057,806,1704,76,107,105,441,805,170,88100,0,0,0,11815,1409,21188,72,41398,11608,2647,64,8350,8087,7322,575,39,121
"Ottawa County, Ohio",0500000US39123,40981,47.8,39281,472,38,104,7,1971,504,28012,17384,13587,3797,8522,134,59,531,2694,3924,1180,144200,23,4,43,40377,4464,30403,628,54580,34383,6092,168,23957,23182,21196,4689,39,123
"Paulding County, Ohio",0500000US39125,19057,41.3,18125,202,41,77,8,867,315,8685,7659,5963,1696,4119,38,67,314,914,2556,230,91100,9,0,21,18878,2083,24174,186,48003,14048,4688,47,11293,10873,9904,1288,39,125
"Perry County, Ohio",0500000US39127,35947,39.8,34999,106,56,100,0,268,56,15105,13535,9926,3609,9083,67,243,401,2296,5308,768,96100,60,8,28,35496,7322,20852,182,43674,31114,4551,63,21792,21305,18763,2369,39,127
"Pickaway County, Ohio",0500000US39129,56804,39.3,53232,1822,127,183,1,755,138,21150,19173,14240,4933,12702,141,154,466,3687,7310,944,150100,66,54,21,52003,6324,24779,413,58706,47107,8796,313,35882,35064,30723,5871,39,129
"Pike County, Ohio",0500000US39131,28298,40.8,27158,199,63,77,74,266,94,12533,10908,7445,3463,8092,95,184,617,2403,4173,620,97800,17,0,5,27729,5735,21375,174,41128,23760,4358,30,16850,16254,14634,2043,39,131
"Portage County, Ohio",0500000US39133,161796,37.7,147808,6539,175,2879,0,2595,731,68106,61585,42335,19250,43666,387,426,1390,10908,25680,4875,150400,134,17,33,154946,23293,26769,1772,52427,124750,29673,924,106832,100996,79974,23134,39,133
"Preble County, Ohio",0500000US39135,41561,42.2,40424,205,106,186,0,302,5,17859,16048,12273,3775,10103,126,136,324,2435,6072,1010,116600,32,0,43,40909,5536,24605,249,51356,30446,10421,237,24769,24255,21550,3129,39,135
"Putnam County, Ohio",0500000US39137,34116,39.4,32370,101,11,88,9,2013,1104,13774,13092,10518,2574,5741,260,91,240,1576,3049,525,143200,31,10,0,33813,2648,27367,299,60245,30824,2927,80,20042,19299,17235,3793,39,137
"Richland County, Ohio",0500000US39139,121888,41.2,105925,9194,182,929,35,2078,615,54210,47935,32518,15417,36672,393,624,1511,9081,21014,4049,102600,82,4,41,113957,18849,22520,682,42849,97647,22080,316,73288,70556,62982,10464,39,139
"Ross County, Ohio",0500000US39141,77193,40.4,69703,3388,66,422,27,890,322,31807,28308,20068,8240,20813,105,406,1252,5075,11642,2333,111700,27,40,17,71189,13419,22158,667,44587,66458,9719,350,48677,47801,42545,6775,39,141
"Sandusky County, Ohio",0500000US39143,59870,41.5,54182,1905,124,227,0,5711,2116,26229,23666,17420,6246,14631,211,351,689,3775,8460,1145,111300,19,9,22,58761,7757,24467,337,49032,50271,8529,153,35779,33990,30960,4974,39,143
"Scioto County, Ohio",0500000US39145,77366,39.7,73052,2159,335,325,0,964,227,34046,29778,20360,9418,21487,223,287,1257,4900,12607,2213,92000,10,14,24,73304,17569,20728,453,37936,63358,12921,299,47488,46746,40297,6477,39,145
"Seneca County, Ohio",0500000US39147,55711,39.4,52412,1352,73,298,0,2684,404,23971,21349,15417,5932,14032,223,360,655,3568,7905,1321,97000,9,0,8,52779,8209,23900,337,48415,48326,6402,252,34173,32918,28035,4540,39,147
"Shelby County, Ohio",0500000US39149,48949,39.5,46226,1450,179,405,0,722,151,20327,18428,13051,5377,13505,73,109,460,3088,8341,1434,134400,28,12,27,48224,4600,27330,437,56169,41491,6519,118,29102,28011,25147,4608,39,149
"Stark County, Ohio",0500000US39151,374762,41.7,331467,27197,390,2896,82,6939,1196,165524,151101,103854,47247,105066,946,1029,4511,27517,61382,9681,124000,92,38,77,365197,51534,26442,3766,48714,309937,55505,1596,225898,217833,192430,47738,39,151
"Summit County, Ohio",0500000US39153,541372,40.8,430787,77746,911,14835,175,10170,2036,245164,221887,145616,76271,168353,1541,1712,6201,42010,105606,11283,134300,322,71,160,532511,75894,29643,9457,51562,414557,96985,3608,336266,315418,287443,94373,39,153
"Trumbull County, Ohio",0500000US39155,204908,43.8,181833,17085,297,982,19,3311,381,95466,86508,60787,25721,54824,981,864,2516,15544,30145,4774,99400,73,10,25,200895,35115,24445,1626,43811,155039,46298,668,122074,116094,105495,20649,39,155
"Tuscarawas County, Ohio",0500000US39157,92579,40.9,89816,745,233,362,0,2175,256,39947,36325,25506,10819,25290,334,294,1162,6819,14267,2414,114400,23,0,13,91235,12379,24173,687,46992,79603,11104,344,54799,51059,47540,7891,39,157
"Union County, Ohio",0500000US39159,53955,38.2,49639,1283,158,1574,0,818,217,20030,18798,14566,4232,10403,383,88,418,1900,6091,1523,174300,36,46,8,50417,3965,30431,1128,71282,42120,9838,217,34126,32479,29809,9394,39,159
"Van Wert County, Ohio",0500000US39161,28501,41.4,27515,333,20,102,0,823,175,12662,11427,8685,2742,6898,91,107,345,1693,4142,520,98900,33,0,0,28019,3449,25316,181,50547,21935,6234,69,16640,16286,14374,2695,39,161
"Vinton County, Ohio",0500000US39163,13128,41.0,12746,29,6,1,0,28,0,6174,4942,3778,1164,2964,43,181,254,719,1452,315,84100,11,0,6,13019,2767,19431,16,41080,11486,1569,51,8082,7799,6997,737,39,163
"Warren County, Ohio",0500000US39165,222184,39.1,198434,7922,151,10607,43,5630,1584,83747,79466,61132,18334,42841,591,203,1198,8877,28585,3387,196200,318,81,97,215347,11581,36057,7585,76200,150440,56859,1404,135958,125173,119256,52892,39,165
"Washington County, Ohio",0500000US39167,61154,43.6,58825,682,240,427,31,620,133,28083,25306,18875,6431,14106,103,268,825,3670,7583,1657,114000,39,0,21,59219,9275,25462,533,44763,37821,22071,387,37276,36362,31625,6445,39,167
"Wayne County, Ohio",0500000US39169,115747,38.8,109989,1806,239,1069,0,2081,787,46002,43037,31079,11958,28029,374,570,988,7748,15581,2768,136400,86,29,12,111893,14207,24311,992,51363,94963,18018,372,68591,61741,57054,13092,39,169
"Williams County, Ohio",0500000US39171,37270,41.6,35640,414,108,221,10,1507,473,16522,15077,11233,3844,8785,69,73,501,2063,5464,615,95200,54,0,4,35946,5176,22757,210,45044,27170,9459,144,22223,21468,19254,2938,39,171
"Wood County, Ohio",0500000US39173,129418,34.7,119403,3638,274,2079,37,6761,1111,53406,50025,33290,16735,36474,198,279,804,6031,24742,4420,149100,61,0,68,122376,16797,28843,1881,55985,101411,23110,823,84613,79674,61610,21149,39,173
"Wyandot County, Ohio",0500000US39175,22359,41.7,21731,93,0,174,4,580,181,9881,9144,6696,2448,5665,44,83,202,1545,3368,423,111500,27,0,0,21981,2440,25064,212,50723,19907,2022,86,13078,12624,11404,1769,39,175
"Adair County, Oklahoma",0500000US40001,22161,37.1,9618,79,9652,136,22,1362,276,9247,7876,5510,2366,6939,104,98,300,2030,3753,654,77100,11,7,18,21906,6595,16018,49,33184,13591,7995,86,13043,11491,11063,1471,40,001
"Alfalfa County, Oklahoma",0500000US40003,5784,44.1,4400,125,85,0,0,289,110,2742,2028,1499,529,1220,7,17,77,311,697,111,67600,0,2,0,4729,589,27807,80,52226,3715,1889,25,3588,3308,3218,622,40,003
"Atoka County, Oklahoma",0500000US40005,13847,40.7,10174,537,1891,84,12,471,147,6339,5198,3779,1419,3276,80,57,130,759,1896,354,93200,52,8,8,12229,2690,19159,121,36528,9364,4235,49,8276,7932,7176,1021,40,005
"Beaver County, Oklahoma",0500000US40007,5479,41.0,4504,9,27,0,0,1191,902,2666,2087,1612,475,1291,55,28,113,203,715,177,97000,10,4,0,5393,547,26738,63,52908,2309,2564,68,3135,2493,2689,598,40,007
"Beckham County, Oklahoma",0500000US40009,23290,34.9,19523,810,262,198,19,3215,736,9905,7508,4788,2720,7587,37,29,139,1763,4693,926,123200,0,0,27,21586,3030,25269,403,48851,14262,8211,107,14390,12823,12309,2372,40,009
"Blaine County, Oklahoma",0500000US40011,9777,41.7,7618,510,530,29,0,938,494,4834,3709,2788,921,1924,49,11,115,362,1293,94,82900,5,19,7,8105,1144,20848,70,44216,6600,2668,26,5827,5156,5194,902,40,011
"Bryan County, Oklahoma",0500000US40013,44529,37.5,33247,841,7023,235,11,2462,1085,19911,16633,10741,5892,15689,102,182,314,3474,9494,2123,96100,9,10,29,43087,7551,21273,296,39936,23657,19658,273,26576,25014,21965,5006,40,013
"Caddo County, Oklahoma",0500000US40015,29510,37.2,18543,750,7102,113,23,3451,1032,13208,10368,7232,3136,8736,114,213,478,2456,4716,759,79400,19,19,3,28327,5883,20499,192,40199,22409,5791,176,17462,15432,14915,2405,40,015
"Canadian County, Oklahoma",0500000US40017,129571,35.7,105804,3005,5139,4096,12,10250,4496,47126,43247,33203,10044,28745,59,543,703,5851,17104,4485,148800,27,0,16,127339,10237,28724,1845,66664,82695,39542,1173,79594,72007,69613,18916,40,017
"Carter County, Oklahoma",0500000US40019,48530,38.2,36143,3257,3782,547,8,3181,1029,21497,18071,12530,5541,14209,85,217,443,2739,8589,2136,102200,32,7,7,47619,7395,24272,480,46913,33602,13368,170,28568,26663,24571,4721,40,019
"Cherokee County, Oklahoma",0500000US40021,48267,34.9,25154,645,16468,311,131,3238,749,21684,16386,10954,5432,14879,127,78,935,2890,9552,1297,108700,23,0,23,46379,10380,19627,212,38585,32671,13916,296,29859,27506,22625,5424,40,021
"Choctaw County, Oklahoma",0500000US40023,15051,42.4,9478,1698,2015,24,26,572,288,7517,5927,4169,1758,4047,72,62,304,895,2075,639,84200,29,0,16,14840,4230,19085,104,30870,9370,5477,44,8466,8139,7328,1018,40,023
"Cimarron County, Oklahoma",0500000US40025,2269,44.6,2004,6,19,6,0,476,176,1575,971,708,263,661,17,3,33,137,424,47,57100,0,0,0,2234,351,26309,36,44550,1000,1039,10,1213,945,1077,208,40,025
"Cleveland County, Oklahoma",0500000US40027,271818,33.4,214323,12299,10342,12026,194,21658,3503,110336,101112,65936,35176,83810,265,406,1781,13395,55773,12190,150400,116,43,147,259817,32583,28378,3940,58488,162855,88041,4373,178596,159548,138289,45634,40,027
"Coal County, Oklahoma",0500000US40029,5755,42.4,4078,24,781,27,0,228,145,2801,2252,1611,641,1570,30,62,58,185,1010,225,85200,18,7,12,5661,1112,23716,61,39231,4260,1439,6,3179,3001,2711,550,40,029
"Comanche County, Oklahoma",0500000US40031,124583,32.0,79469,21505,6892,2644,630,15486,2594,51611,42929,23342,19587,53344,399,410,1351,8750,34494,7940,118700,53,31,24,114927,19294,23925,898,47238,56150,57118,4646,80514,72771,63773,13560,40,031
"Cotton County, Oklahoma",0500000US40033,6062,41.0,4841,123,590,9,0,429,27,3006,2368,1799,569,1477,3,46,55,424,749,200,79300,0,0,0,5921,956,22411,15,48732,3553,2398,97,3543,3460,3068,521,40,033
"Craig County, Oklahoma",0500000US40035,14683,42.6,9694,458,2891,101,29,480,136,6730,5380,4030,1350,3287,19,61,106,577,2062,462,91400,22,3,0,13909,2458,20130,54,40036,9457,4824,132,8618,8307,7456,1201,40,035
"Creek County, Oklahoma",0500000US40037,70931,40.6,56645,1530,8146,364,23,2631,494,30063,26264,19657,6607,17430,133,185,599,4534,9913,2066,106600,45,7,12,69783,10491,23336,577,46517,51495,17802,286,41878,40438,36111,5990,40,037
"Custer County, Oklahoma",0500000US40039,29248,30.5,23856,905,716,355,24,4887,809,12442,10457,6177,4280,11177,93,124,46,2404,6747,1763,125100,10,4,0,27708,4459,23540,207,47250,19082,7942,206,18221,15411,13156,3662,40,039
"Delaware County, Oklahoma",0500000US40041,41433,46.2,27112,132,9011,494,43,1458,590,24903,16502,12463,4039,10734,110,249,384,2608,6222,1161,110500,116,12,36,40852,8086,22267,347,38438,19647,20732,131,23271,21497,20222,3302,40,041
"Dewey County, Oklahoma",0500000US40043,4862,40.6,4351,8,38,20,0,309,5,2442,1811,1311,500,1275,24,51,72,243,777,108,85600,0,0,2,4729,855,25708,79,51654,3494,1235,26,2675,2581,2290,501,40,043
"Ellis County, Oklahoma",0500000US40045,4123,43.9,3835,0,41,22,0,303,20,2273,1626,1267,359,971,45,20,49,231,543,83,79900,0,0,1,4083,627,28610,65,52222,2717,1275,40,2300,2186,2010,482,40,045
"Garfield County, Oklahoma",0500000US40047,62481,36.0,51463,1922,1163,490,1596,7055,2826,26849,23981,15632,8349,22643,54,469,440,5629,13712,2339,100800,25,8,12,60789,7980,24968,606,49675,37271,19456,1114,36841,32112,31100,6766,40,047
"Garvin County, Oklahoma",0500000US40049,27570,39.5,22744,703,1598,103,1,2117,309,12833,10447,7216,3231,8620,189,113,239,2388,5003,688,89100,11,10,15,27226,5070,22208,302,41250,19425,7146,153,15950,14819,13681,2117,40,049
"Grady County, Oklahoma",0500000US40051,53955,38.4,46279,1169,2685,142,6,2897,413,22482,19554,14911,4643,11879,189,176,392,2261,7480,1381,114900,54,23,0,53157,6759,26250,723,54043,38579,13614,718,32687,31528,28144,5281,40,051
"Grant County, Oklahoma",0500000US40053,4497,45.0,4029,61,22,5,0,202,131,2468,1967,1468,499,1061,6,38,100,325,453,139,78400,0,0,0,4384,401,29559,37,54040,2910,1500,23,2490,2393,2198,605,40,053
